,0Replay_id,Cluster
0,4-2-1-62848-5-2018-03-27T12-39-38-1006,3
1,4-2-1-62848-5-2018-03-10T00-11-34-779,5
2,4-2-1-62848-5-2018-03-27T12-43-59-870,4
3,4-2-1-62848-6-2018-03-07T08-59-39-1036,3
4,4-2-2-63454-5-2018-03-29T14-33-53-993,3
5,4-2-1-62848-6-2018-03-07T09-24-57-992,1
6,4-2-1-62848-6-2018-03-07T18-22-27-1651,4
7,4-2-1-62848-6-2018-03-08T10-29-36-881,5
8,4-2-1-62848-5-2018-03-10T15-44-23-851,3
9,4-2-2-63454-5-2018-03-30T09-03-18-959,2
10,4-2-1-62848-6-2018-03-08T16-03-38-894,1
11,4-2-1-62848-6-2018-03-09T00-07-28-1068,4
12,4-2-1-62848-6-2018-03-09T00-09-03-788,3
13,4-2-1-62848-6-2018-03-09T14-51-40-818,3
14,4-2-1-62848-6-2018-03-09T15-41-22-788,5
15,4-2-1-62848-6-2018-03-09T16-29-03-1385,3
16,4-2-2-63454-5-2018-03-31T00-32-58-935,4
17,4-2-1-62848-6-2018-03-10T05-49-09-876,0
18,4-2-2-63454-5-2018-03-31T11-59-00-847,3
19,4-2-1-62848-6-2018-03-11T05-26-17-891,4
20,4-2-2-63454-5-2018-03-31T12-24-42-810,4
21,4-2-1-62848-6-2018-03-11T20-48-25-905,3
22,4-2-1-62848-6-2018-03-12T07-41-51-936,6
23,4-2-2-63454-5-2018-04-01T01-18-28-824,0
24,4-2-1-62848-6-2018-03-12T07-54-13-1183,3
25,4-2-1-62848-5-2018-03-11T16-19-11-1080,1
26,4-2-1-62848-6-2018-03-12T09-10-43-1018,6
27,4-2-1-62848-6-2018-03-12T23-11-38-825,6
28,4-2-1-62848-6-2018-03-12T23-56-06-1374,4
29,4-2-1-62848-6-2018-03-14T05-29-03-1598,6
30,4-2-2-63454-5-2018-04-02T11-55-09-813,1
31,4-2-2-63454-5-2018-04-02T12-50-54-965,6
32,4-2-1-62848-6-2018-03-15T17-03-48-880,2
33,4-2-1-62848-6-2018-03-15T19-30-55-1255,1
34,4-2-1-62848-5-2018-03-12T17-08-43-1278,4
35,4-2-1-62848-6-2018-03-16T03-41-47-820,6
36,4-2-1-62848-6-2018-03-16T03-55-52-1057,6
37,4-2-2-63454-5-2018-04-03T09-41-32-1085,4
38,4-2-1-62848-6-2018-03-16T04-09-43-815,4
39,4-2-1-62848-6-2018-03-16T05-30-05-934,6
40,4-2-1-62848-6-2018-03-16T14-39-39-855,6
41,4-2-1-62848-6-2018-03-16T15-49-00-959,6
42,4-2-1-62848-5-2018-03-13T02-51-09-798,4
43,4-2-1-62848-6-2018-03-17T03-53-23-807,6
44,4-2-1-62848-6-2018-03-17T15-27-16-972,6
45,4-2-1-62848-5-2018-03-13T09-20-01-936,0
46,4-2-1-62848-6-2018-03-18T09-01-42-856,3
47,4-2-1-62848-6-2018-03-18T12-25-08-909,3
48,4-2-2-63454-5-2018-04-04T16-29-05-1139,4
