,0Replay_id,Cluster
0,4-2-1-62848-5-2018-03-27T12-39-38-1006,0
1,4-2-1-62848-5-2018-03-27T12-43-59-870,1
2,4-2-1-62848-6-2018-03-07T08-59-39-1036,0
3,4-2-2-63454-5-2018-03-29T14-33-53-993,0
4,4-2-1-62848-6-2018-03-07T09-24-57-992,3
5,4-2-1-62848-6-2018-03-07T18-22-27-1651,0
6,4-2-1-62848-6-2018-03-08T10-29-36-881,1
7,4-2-1-62848-5-2018-03-10T15-44-23-851,0
8,4-2-2-63454-5-2018-03-30T09-03-18-959,2
9,4-2-1-62848-6-2018-03-08T16-03-38-894,3
10,4-2-1-62848-6-2018-03-09T00-07-28-1068,1
11,4-2-1-62848-6-2018-03-09T16-29-03-1385,0
12,4-2-2-63454-5-2018-03-31T00-32-58-935,0
13,4-2-1-62848-6-2018-03-10T05-49-09-876,4
14,4-2-2-63454-5-2018-03-31T11-59-00-847,0
15,4-2-1-62848-6-2018-03-11T05-26-17-891,0
16,4-2-1-62848-6-2018-03-11T20-48-25-905,0
17,4-2-1-62848-6-2018-03-12T07-41-51-936,0
18,4-2-1-62848-6-2018-03-12T07-54-13-1183,0
19,4-2-1-62848-5-2018-03-11T16-19-11-1080,3
20,4-2-1-62848-6-2018-03-12T09-10-43-1018,1
21,4-2-1-62848-6-2018-03-12T23-56-06-1374,1
22,4-2-1-62848-6-2018-03-14T05-29-03-1598,0
23,4-2-2-63454-5-2018-04-02T12-50-54-965,0
24,4-2-1-62848-6-2018-03-15T17-03-48-880,0
25,4-2-1-62848-6-2018-03-15T19-30-55-1255,3
26,4-2-1-62848-5-2018-03-12T17-08-43-1278,1
27,4-2-1-62848-6-2018-03-16T03-55-52-1057,0
28,4-2-2-63454-5-2018-04-03T09-41-32-1085,1
29,4-2-1-62848-6-2018-03-16T05-30-05-934,0
30,4-2-1-62848-6-2018-03-16T14-39-39-855,0
31,4-2-1-62848-6-2018-03-16T15-49-00-959,1
32,4-2-1-62848-6-2018-03-17T15-27-16-972,1
33,4-2-1-62848-5-2018-03-13T09-20-01-936,4
34,4-2-1-62848-6-2018-03-18T09-01-42-856,0
35,4-2-1-62848-6-2018-03-18T12-25-08-909,0
36,4-2-2-63454-5-2018-04-04T16-29-05-1139,0
37,4-2-1-62848-4-2018-03-10T04-23-19-913,0
38,4-2-2-63454-5-2018-04-05T02-08-51-1099,1
39,4-2-1-62848-6-2018-03-19T16-59-09-907,0
40,4-2-1-62848-6-2018-03-19T17-48-04-1084,3
41,4-2-2-63454-6-2018-03-28T01-26-26-1037,0
42,4-2-1-62848-6-2018-03-21T05-48-02-991,1
43,4-2-2-63454-6-2018-03-28T03-59-17-981,0
44,4-2-2-63454-6-2018-03-28T17-02-37-1210,1
45,4-2-1-62848-6-2018-03-22T08-14-12-991,1
46,4-2-2-63454-6-2018-03-30T06-34-11-836,0
47,4-2-1-62848-6-2018-03-23T16-16-38-935,0
48,4-2-1-62848-5-2018-03-14T21-02-41-878,3
49,4-2-1-62848-6-2018-03-24T00-27-08-888,0
50,4-2-1-62848-6-2018-03-24T01-38-33-917,1
51,4-2-2-63454-6-2018-03-31T21-53-16-999,1
52,4-2-2-63454-6-2018-03-31T22-07-51-897,0
53,4-2-2-63454-6-2018-04-01T11-01-50-1019,0
54,4-2-2-63454-6-2018-04-02T21-23-28-1242,0
55,4-2-1-62848-6-2018-03-25T08-49-32-1273,0
56,4-2-2-63454-6-2018-04-03T01-37-10-929,1
57,4-2-1-62848-6-2018-03-25T21-51-01-932,0
58,4-2-2-63454-6-2018-04-04T07-10-09-887,0
59,4-2-2-63454-6-2018-04-04T14-42-32-1034,3
60,4-2-2-63454-6-2018-04-04T18-04-32-1002,0
61,4-2-1-62848-6-2018-03-26T18-23-32-961,1
62,4-2-1-62848-6-2018-03-26T19-29-49-1184,0
63,4-2-2-63454-6-2018-04-04T22-26-35-872,0
64,4-2-2-63454-6-2018-04-05T14-54-58-1317,2
65,4-2-1-62848-6-2018-03-27T08-26-13-982,0
66,4-2-1-62848-6-2018-03-27T10-31-52-1042,0
67,4-2-1-62848-6-2018-03-27T11-49-10-860,0
68,4-2-1-62848-5-2018-03-15T21-54-55-1431,0
69,4-2-1-62848-7-2018-03-12T20-41-18-985,1
70,4-3-1-65094-5-2018-05-18T14-09-56-1076,1
71,4-3-1-65094-5-2018-05-20T00-11-36-1029,1
72,4-2-1-62848-5-2018-03-19T09-40-18-1414,4
73,4-2-1-62848-5-2018-03-19T11-48-57-985,2
74,4-3-1-65094-5-2018-05-21T17-26-27-993,3
75,4-3-1-65094-6-2018-05-18T06-50-26-1723,2
76,4-3-1-65094-6-2018-05-19T11-17-48-1046,1
77,4-3-1-65094-6-2018-05-19T14-03-41-1218,3
78,4-2-1-62848-5-2018-03-20T13-54-33-914,0
79,4-3-1-65094-6-2018-05-21T20-15-47-928,1
80,4-3-1-65094-6-2018-05-21T20-31-35-877,1
81,4-3-1-65094-6-2018-05-21T21-25-37-1304,4
82,4-3-1-65094-6-2018-05-22T00-46-19-877,0
83,4-3-1-65094-6-2018-05-22T12-55-38-1069,0
84,4-3-1-65094-6-2018-05-25T09-37-57-1000,1
85,4-2-2-63454-5-2018-03-29T01-02-26-1385,0
86,4-2-1-62848-5-2018-03-22T02-54-02-1065,0
87,4-2-2-63454-5-2018-03-30T07-15-45-1565,3
88,4-2-1-62848-5-2018-03-23T13-13-53-1061,1
89,4-2-1-62848-5-2018-03-23T21-08-12-838,2
90,4-2-2-63454-5-2018-04-01T19-40-37-955,0
91,4-2-1-62848-5-2018-03-25T01-27-45-1240,1
92,4-2-1-62848-5-2018-03-25T10-01-32-1027,1
93,4-2-2-63454-6-2018-03-30T18-16-47-925,0
94,4-2-2-63454-6-2018-03-31T23-10-47-864,0
95,4-2-1-62848-5-2018-03-26T10-20-06-1132,1
96,4-2-2-63454-6-2018-04-01T19-36-04-1135,0
97,4-2-2-63454-6-2018-04-03T11-41-32-1150,2
98,4-2-2-63454-6-2018-04-05T06-35-13-841,1
99,4-3-2-65384-5-2018-06-07T10-40-52-839,2
100,4-3-2-65384-5-2018-06-07T10-48-31-845,0
101,4-2-1-62848-6-2018-03-07T15-52-11-1136,3
102,4-3-1-65094-4-2018-05-18T23-45-16-885,1
103,4-2-1-62848-6-2018-03-08T10-40-43-938,0
104,4-3-2-65384-5-2018-06-08T08-26-52-1159,0
105,4-3-2-65384-5-2018-06-09T01-15-04-928,0
106,4-2-1-62848-6-2018-03-11T07-55-05-1054,0
107,4-2-1-62848-6-2018-03-11T12-02-42-1138,0
108,4-2-1-62848-6-2018-03-12T04-42-32-1014,1
109,4-2-1-62848-6-2018-03-12T16-15-58-1365,3
110,4-2-1-62848-6-2018-03-12T17-36-01-848,1
111,4-2-1-62848-6-2018-03-12T20-55-48-843,0
112,4-2-1-62848-6-2018-03-12T21-11-03-899,1
113,4-2-1-62848-6-2018-03-13T07-51-26-1002,0
114,4-2-1-62848-6-2018-03-13T19-56-04-1317,1
115,4-2-1-62848-6-2018-03-14T08-30-28-848,1
116,4-3-1-65094-5-2018-05-18T08-00-03-1113,1
117,4-3-1-65094-5-2018-05-19T03-05-44-1351,1
118,4-2-1-62848-6-2018-03-15T18-45-43-907,0
119,4-2-1-62848-6-2018-03-15T20-52-10-998,1
120,4-3-2-65384-5-2018-06-12T00-26-13-1036,0
121,4-2-1-62848-6-2018-03-16T17-32-26-1266,1
122,4-3-1-65094-5-2018-05-19T20-23-04-985,1
123,4-2-1-62848-6-2018-03-16T18-26-32-847,0
124,4-2-1-62848-6-2018-03-16T18-33-25-903,0
125,4-2-1-62848-6-2018-03-17T09-51-43-893,1
126,4-2-1-62848-6-2018-03-17T16-04-05-1400,1
127,4-3-2-65384-5-2018-06-12T16-40-48-861,1
128,4-3-1-65094-5-2018-05-21T03-19-58-882,1
129,4-3-1-65094-5-2018-05-21T03-37-39-1079,0
130,4-2-1-62848-6-2018-03-18T22-51-45-958,1
131,4-2-1-62848-6-2018-03-18T23-01-37-867,0
132,4-3-1-65094-5-2018-05-21T10-41-19-975,0
133,4-3-1-65094-5-2018-05-21T11-54-16-1173,3
134,4-2-1-62848-6-2018-03-20T02-16-58-1066,3
135,4-2-1-62848-6-2018-03-20T05-13-48-974,3
136,4-2-1-62848-6-2018-03-20T21-15-45-960,1
137,4-3-2-65384-5-2018-06-14T08-44-03-1227,4
138,4-2-1-62848-6-2018-03-22T18-48-50-1075,2
139,4-2-1-62848-6-2018-03-22T20-47-25-971,3
140,4-2-1-62848-6-2018-03-23T13-34-46-886,1
141,4-3-1-65094-6-2018-05-18T09-16-12-952,1
142,4-2-1-62848-6-2018-03-23T14-50-42-1507,0
143,4-3-1-65094-6-2018-05-19T01-19-29-1384,2
144,4-3-1-65094-6-2018-05-19T06-27-28-1036,1
145,4-2-1-62848-6-2018-03-25T12-03-11-840,1
146,4-2-1-62848-6-2018-03-25T19-52-02-894,0
147,4-3-2-65384-5-2018-06-15T12-44-54-1293,4
148,4-2-1-62848-6-2018-03-26T05-13-16-1536,0
149,4-3-1-65094-6-2018-05-22T12-36-38-923,1
150,4-2-1-62848-6-2018-03-27T04-15-06-867,0
151,4-2-1-62848-6-2018-03-27T14-20-01-997,4
152,4-3-2-65384-5-2018-06-17T09-25-37-1036,1
153,4-2-1-62848-7-2018-03-25T07-50-56-1121,3
154,4-2-1-62848-7-2018-03-25T18-50-29-960,0
155,4-2-1-62848-7-2018-03-26T10-53-15-1621,0
156,4-3-2-65384-5-2018-06-17T10-52-00-1369,0
157,4-3-2-65384-5-2018-06-21T16-06-34-1007,4
158,4-3-2-65384-6-2008-02-02T18-35-08-836,3
159,4-3-2-65384-6-2018-06-07T22-50-53-866,1
160,4-3-2-65384-6-2018-06-08T18-04-21-1078,1
161,4-3-2-65384-6-2018-06-08T18-48-46-891,1
162,4-3-2-65384-6-2018-06-10T11-50-37-1004,0
163,4-3-2-65384-6-2018-06-10T18-37-32-1015,0
164,4-3-2-65384-6-2018-06-11T21-03-25-1310,0
165,4-3-2-65384-6-2018-06-12T15-05-18-860,1
