,0Replay_id,Cluster
0,4-2-1-62848-5-2018-03-27T12-39-38-1006,2
1,4-2-1-62848-5-2018-03-27T12-43-59-870,2
2,4-2-1-62848-6-2018-03-07T08-59-39-1036,2
3,4-2-2-63454-5-2018-03-29T14-33-53-993,2
4,4-2-1-62848-6-2018-03-07T09-24-57-992,0
5,4-2-1-62848-6-2018-03-07T18-22-27-1651,2
6,4-2-1-62848-6-2018-03-08T10-29-36-881,3
7,4-2-2-63454-5-2018-03-30T09-03-18-959,4
8,4-2-1-62848-6-2018-03-08T16-03-38-894,0
9,4-2-1-62848-6-2018-03-09T00-07-28-1068,4
10,4-2-1-62848-6-2018-03-09T16-29-03-1385,2
11,4-2-2-63454-5-2018-03-31T00-32-58-935,2
12,4-2-1-62848-6-2018-03-10T05-49-09-876,1
13,4-2-1-62848-6-2018-03-11T05-26-17-891,2
14,4-2-1-62848-6-2018-03-11T20-48-25-905,2
15,4-2-1-62848-6-2018-03-12T07-41-51-936,2
16,4-2-1-62848-6-2018-03-12T07-54-13-1183,2
17,4-2-1-62848-5-2018-03-11T16-19-11-1080,0
18,4-2-1-62848-6-2018-03-12T09-10-43-1018,2
19,4-2-1-62848-6-2018-03-12T23-56-06-1374,4
20,4-2-1-62848-6-2018-03-14T05-29-03-1598,2
21,4-2-2-63454-5-2018-04-02T12-50-54-965,2
22,4-2-1-62848-6-2018-03-15T17-03-48-880,4
23,4-2-1-62848-6-2018-03-15T19-30-55-1255,0
24,4-2-1-62848-5-2018-03-12T17-08-43-1278,2
25,4-2-1-62848-6-2018-03-16T03-55-52-1057,2
26,4-2-2-63454-5-2018-04-03T09-41-32-1085,2
27,4-2-1-62848-6-2018-03-16T05-30-05-934,2
28,4-2-1-62848-6-2018-03-16T15-49-00-959,4
29,4-2-1-62848-6-2018-03-17T15-27-16-972,4
30,4-2-1-62848-5-2018-03-13T09-20-01-936,1
31,4-2-1-62848-6-2018-03-18T12-25-08-909,2
32,4-2-2-63454-5-2018-04-04T16-29-05-1139,2
33,4-2-1-62848-4-2018-03-10T04-23-19-913,2
34,4-2-2-63454-5-2018-04-05T02-08-51-1099,4
35,4-2-1-62848-6-2018-03-19T16-59-09-907,2
36,4-2-1-62848-6-2018-03-19T17-48-04-1084,0
37,4-2-2-63454-6-2018-03-28T01-26-26-1037,2
38,4-2-1-62848-6-2018-03-21T05-48-02-991,4
39,4-2-2-63454-6-2018-03-28T03-59-17-981,2
40,4-2-2-63454-6-2018-03-28T17-02-37-1210,2
41,4-2-1-62848-6-2018-03-22T08-14-12-991,3
42,4-2-1-62848-6-2018-03-23T16-16-38-935,2
43,4-2-1-62848-5-2018-03-14T21-02-41-878,0
44,4-2-1-62848-6-2018-03-24T00-27-08-888,2
45,4-2-1-62848-6-2018-03-24T01-38-33-917,4
46,4-2-2-63454-6-2018-03-31T21-53-16-999,4
47,4-2-2-63454-6-2018-03-31T22-07-51-897,2
48,4-2-2-63454-6-2018-04-01T11-01-50-1019,2
49,4-2-2-63454-6-2018-04-02T21-23-28-1242,2
50,4-2-1-62848-6-2018-03-25T08-49-32-1273,2
