,0Replay_id,Cluster
0,4-2-2-63454-5-2018-03-28T21-08-50-730,2
1,4-2-1-62848-5-2018-03-09T18-47-34-686,3
2,4-2-1-62848-5-2018-03-27T12-39-38-1006,2
3,4-2-1-62848-5-2018-03-10T00-11-34-779,0
4,4-2-1-62848-5-2018-03-27T12-43-59-870,3
5,4-2-1-62848-5-2018-03-27T18-38-01-688,2
6,4-2-1-62848-6-2018-03-07T08-59-39-1036,4
7,4-2-2-63454-5-2018-03-29T14-33-53-993,4
8,4-2-1-62848-6-2018-03-07T09-21-22-652,2
9,4-2-1-62848-6-2018-03-07T09-24-57-992,5
10,4-2-1-62848-6-2018-03-07T09-54-51-762,7
11,4-2-1-62848-6-2018-03-07T10-26-03-757,2
12,4-2-1-62848-6-2018-03-07T18-22-27-1651,0
13,4-2-1-62848-6-2018-03-07T19-12-07-739,4
14,4-2-1-62848-6-2018-03-08T10-29-36-881,0
15,4-2-1-62848-5-2018-03-10T15-44-23-851,4
16,4-2-2-63454-5-2018-03-30T08-46-31-700,7
17,4-2-1-62848-6-2018-03-08T15-36-54-694,0
18,4-2-2-63454-5-2018-03-30T09-03-18-959,7
19,4-2-1-62848-6-2018-03-08T16-03-38-894,5
20,4-2-1-62848-6-2018-03-08T23-58-37-740,3
21,4-2-1-62848-6-2018-03-09T00-07-28-1068,0
22,4-2-1-62848-6-2018-03-09T00-09-03-788,2
23,4-2-1-62848-6-2018-03-09T00-52-49-704,5
24,4-2-1-62848-6-2018-03-09T14-51-40-818,2
25,4-2-1-62848-6-2018-03-09T15-41-22-788,1
26,4-2-1-62848-6-2018-03-09T16-29-03-1385,2
27,4-2-1-62848-6-2018-03-10T03-12-53-703,1
28,4-2-2-63454-5-2018-03-31T00-32-58-935,3
29,4-2-1-62848-6-2018-03-10T05-49-09-876,5
30,4-2-1-62848-6-2018-03-10T16-23-55-765,3
31,4-2-1-62848-5-2018-03-11T03-23-02-717,4
32,4-2-1-62848-6-2018-03-10T23-29-51-667,2
33,4-2-2-63454-5-2018-03-31T11-59-00-847,2
