,0Replay_id,Cluster
0,4-2-1-62848-5-2018-03-27T12-39-38-1006,0
1,4-2-1-62848-5-2018-03-27T12-43-59-870,0
2,4-2-1-62848-6-2018-03-07T08-59-39-1036,0
3,4-2-2-63454-5-2018-03-29T14-33-53-993,0
4,4-2-1-62848-6-2018-03-07T09-24-57-992,3
5,4-2-1-62848-6-2018-03-07T18-22-27-1651,0
6,4-2-1-62848-6-2018-03-08T10-29-36-881,1
7,4-2-1-62848-5-2018-03-10T15-44-23-851,0
8,4-2-2-63454-5-2018-03-30T09-03-18-959,2
9,4-2-1-62848-6-2018-03-08T16-03-38-894,3
10,4-2-1-62848-6-2018-03-09T00-07-28-1068,1
11,4-2-1-62848-6-2018-03-09T14-51-40-818,0
12,4-2-1-62848-6-2018-03-09T16-29-03-1385,0
13,4-2-2-63454-5-2018-03-31T00-32-58-935,0
14,4-2-1-62848-6-2018-03-10T05-49-09-876,4
15,4-2-2-63454-5-2018-03-31T11-59-00-847,0
16,4-2-1-62848-6-2018-03-11T05-26-17-891,0
17,4-2-2-63454-5-2018-03-31T12-24-42-810,0
18,4-2-1-62848-6-2018-03-11T20-48-25-905,0
19,4-2-1-62848-6-2018-03-12T07-41-51-936,0
20,4-2-2-63454-5-2018-04-01T01-18-28-824,4
21,4-2-1-62848-6-2018-03-12T07-54-13-1183,0
22,4-2-1-62848-5-2018-03-11T16-19-11-1080,3
23,4-2-1-62848-6-2018-03-12T09-10-43-1018,1
24,4-2-1-62848-6-2018-03-12T23-11-38-825,0
25,4-2-1-62848-6-2018-03-12T23-56-06-1374,1
26,4-2-1-62848-6-2018-03-14T05-29-03-1598,0
27,4-2-2-63454-5-2018-04-02T11-55-09-813,3
28,4-2-2-63454-5-2018-04-02T12-50-54-965,0
29,4-2-1-62848-6-2018-03-15T17-03-48-880,2
30,4-2-1-62848-6-2018-03-15T19-30-55-1255,3
31,4-2-1-62848-5-2018-03-12T17-08-43-1278,0
32,4-2-1-62848-6-2018-03-16T03-41-47-820,1
33,4-2-1-62848-6-2018-03-16T03-55-52-1057,0
34,4-2-2-63454-5-2018-04-03T09-41-32-1085,0
35,4-2-1-62848-6-2018-03-16T04-09-43-815,0
36,4-2-1-62848-6-2018-03-16T05-30-05-934,0
37,4-2-1-62848-6-2018-03-16T14-39-39-855,0
38,4-2-1-62848-6-2018-03-16T15-49-00-959,1
39,4-2-1-62848-6-2018-03-17T03-53-23-807,0
40,4-2-1-62848-6-2018-03-17T15-27-16-972,0
41,4-2-1-62848-5-2018-03-13T09-20-01-936,4
42,4-2-1-62848-6-2018-03-18T09-01-42-856,0
43,4-2-1-62848-6-2018-03-18T12-25-08-909,0
44,4-2-2-63454-5-2018-04-04T16-29-05-1139,0
45,4-2-1-62848-4-2018-03-10T04-23-19-913,0
46,4-2-1-62848-6-2018-03-19T06-32-31-825,0
47,4-2-2-63454-5-2018-04-05T02-08-51-1099,1
48,4-2-1-62848-6-2018-03-19T16-59-09-907,0
49,4-2-1-62848-6-2018-03-19T17-48-04-1084,3
50,4-2-1-62848-6-2018-03-19T19-14-06-833,0
51,4-2-2-63454-6-2018-03-28T01-26-26-1037,0
52,4-2-1-62848-6-2018-03-21T05-48-02-991,0
53,4-2-2-63454-6-2018-03-28T03-59-17-981,0
54,4-2-2-63454-6-2018-03-28T17-02-37-1210,1
55,4-2-1-62848-6-2018-03-22T08-14-12-991,1
56,4-2-2-63454-6-2018-03-30T06-34-11-836,0
57,4-2-1-62848-6-2018-03-23T16-16-38-935,0
58,4-2-1-62848-5-2018-03-14T21-02-41-878,3
59,4-2-1-62848-6-2018-03-24T00-27-08-888,0
60,4-2-1-62848-6-2018-03-24T01-38-33-917,0
61,4-2-2-63454-6-2018-03-31T21-53-16-999,1
62,4-2-2-63454-6-2018-03-31T22-07-51-897,0
63,4-2-2-63454-6-2018-04-01T11-01-50-1019,0
64,4-2-2-63454-6-2018-04-02T21-23-28-1242,0
65,4-2-1-62848-6-2018-03-25T08-49-32-1273,0
66,4-2-2-63454-6-2018-04-03T01-37-10-929,0
67,4-2-1-62848-6-2018-03-25T21-51-01-932,0
68,4-2-2-63454-6-2018-04-03T15-14-13-827,0
69,4-2-2-63454-6-2018-04-04T07-10-09-887,0
70,4-2-2-63454-6-2018-04-04T14-42-32-1034,3
71,4-2-2-63454-6-2018-04-04T18-04-32-1002,0
72,4-2-1-62848-6-2018-03-26T18-23-32-961,1
73,4-2-1-62848-6-2018-03-26T19-29-49-1184,0
74,4-2-2-63454-6-2018-04-04T22-26-35-872,0
75,4-2-2-63454-6-2018-04-05T14-54-58-1317,3
76,4-2-1-62848-6-2018-03-27T08-26-13-982,0
77,4-2-1-62848-6-2018-03-27T10-31-52-1042,2
78,4-2-1-62848-6-2018-03-27T11-49-10-860,0
79,4-2-1-62848-5-2018-03-15T21-54-55-1431,0
80,4-2-2-63454-7-2018-04-01T15-10-48-888,0
81,4-2-1-62848-7-2018-03-12T20-41-18-985,2
82,4-2-1-62848-7-2018-03-15T12-05-06-814,1
83,4-3-1-65094-5-2018-05-18T14-09-56-1076,1
84,4-3-1-65094-5-2018-05-20T00-11-36-1029,1
85,4-2-1-62848-5-2018-03-19T09-40-18-1414,4
86,4-2-1-62848-5-2018-03-19T11-48-57-985,2
87,4-3-1-65094-5-2018-05-21T17-26-27-993,3
88,4-3-1-65094-6-2018-05-18T06-50-26-1723,2
89,4-3-1-65094-6-2018-05-19T11-17-48-1046,0
90,4-2-1-62848-5-2018-03-20T10-40-52-826,2
91,4-3-1-65094-6-2018-05-19T14-03-41-1218,3
92,4-2-1-62848-5-2018-03-20T13-54-33-914,2
93,4-3-1-65094-6-2018-05-21T20-15-47-928,1
94,4-3-1-65094-6-2018-05-21T20-31-35-877,1
95,4-3-1-65094-6-2018-05-21T21-25-37-1304,4
96,4-3-1-65094-6-2018-05-22T00-46-19-877,0
97,4-3-1-65094-6-2018-05-22T12-55-38-1069,1
98,4-3-1-65094-6-2018-05-25T09-37-57-1000,0
99,4-2-1-62848-5-2018-03-21T10-06-53-809,1
100,4-2-2-63454-5-2018-03-29T01-02-26-1385,0
101,4-2-1-62848-5-2018-03-22T02-54-02-1065,0
102,4-2-2-63454-5-2018-03-30T07-15-45-1565,3
103,4-2-1-62848-5-2018-03-23T13-13-53-1061,1
104,4-2-1-62848-5-2018-03-23T21-08-12-838,2
105,4-2-2-63454-5-2018-04-01T19-40-37-955,0
106,4-2-2-63454-5-2018-04-03T03-14-36-835,0
107,4-2-1-62848-5-2018-03-25T01-27-45-1240,0
108,4-2-1-62848-5-2018-03-25T10-01-32-1027,0
109,4-2-2-63454-6-2018-03-30T18-16-47-925,0
110,4-2-2-63454-6-2018-03-31T23-10-47-864,0
111,4-2-1-62848-5-2018-03-26T10-20-06-1132,0
112,4-2-2-63454-6-2018-04-01T16-51-29-833,1
113,4-2-2-63454-6-2018-04-01T19-36-04-1135,0
114,4-2-2-63454-6-2018-04-03T11-41-32-1150,2
115,4-2-2-63454-6-2018-04-05T06-35-13-841,1
116,4-3-2-65384-5-2018-06-07T10-40-52-839,2
117,4-3-2-65384-5-2018-06-07T10-48-31-845,0
118,4-2-1-62848-6-2018-03-07T15-52-11-1136,3
119,4-3-1-65094-4-2018-05-18T23-45-16-885,1
120,4-2-1-62848-6-2018-03-08T03-36-00-810,0
121,4-2-1-62848-6-2018-03-08T10-40-43-938,0
122,4-3-2-65384-5-2018-06-08T08-26-52-1159,0
123,4-2-1-62848-6-2018-03-09T04-17-07-805,0
124,4-2-1-62848-6-2018-03-10T00-16-43-810,0
125,4-3-2-65384-5-2018-06-09T01-15-04-928,0
