,0Replay_id,Cluster
0,4-2-2-63454-5-2018-03-28T16-40-06-564,3
1,4-2-1-62848-5-2018-03-09T15-25-20-446,2
2,4-2-1-62848-5-2018-03-27T04-57-59-429,5
3,4-2-2-63454-5-2018-03-28T21-08-50-730,4
4,4-2-1-62848-5-2018-03-27T08-40-03-529,3
5,4-2-1-62848-5-2018-03-09T18-47-34-686,3
6,4-2-2-63454-5-2018-03-28T21-56-51-472,2
7,4-2-1-62848-5-2018-03-09T20-07-20-625,4
8,4-2-1-62848-5-2018-03-27T12-39-38-1006,4
9,4-2-1-62848-5-2018-03-10T00-11-34-779,4
10,4-2-1-62848-5-2018-03-27T12-43-59-870,3
11,4-2-2-63454-5-2018-03-29T01-49-57-607,4
12,4-2-1-62848-5-2018-03-10T00-13-02-445,4
13,4-2-1-62848-5-2018-03-27T12-57-26-629,5
14,4-2-1-62848-5-2018-03-27T13-00-49-422,3
15,4-2-1-62848-5-2018-03-27T18-38-01-688,4
16,4-2-1-62848-6-2018-03-07T08-47-31-572,4
17,4-2-1-62848-6-2018-03-07T08-59-39-1036,3
18,4-2-2-63454-5-2018-03-29T14-33-53-993,1
19,4-2-1-62848-6-2018-03-07T09-21-22-652,3
20,4-2-1-62848-6-2018-03-07T09-24-57-992,3
21,4-2-1-62848-5-2018-03-10T09-24-51-517,4
22,4-2-1-62848-6-2018-03-07T09-54-51-762,7
23,4-2-1-62848-6-2018-03-07T10-26-03-757,4
24,4-2-1-62848-6-2018-03-07T10-28-25-616,3
25,4-2-1-62848-6-2018-03-07T18-22-27-1651,4
26,4-2-1-62848-6-2018-03-07T19-12-07-739,4
27,4-2-1-62848-6-2018-03-08T08-20-55-519,4
28,4-2-1-62848-6-2018-03-08T09-53-44-618,0
29,4-2-1-62848-6-2018-03-08T10-29-36-881,3
30,4-2-1-62848-5-2018-03-10T15-17-27-515,3
31,4-2-1-62848-6-2018-03-08T12-48-32-646,7
32,4-2-1-62848-5-2018-03-10T15-44-23-851,1
33,4-2-1-62848-6-2018-03-08T14-39-32-605,0
34,4-2-1-62848-6-2018-03-08T14-58-17-914,3
35,4-2-2-63454-5-2018-03-30T08-46-31-700,5
36,4-2-1-62848-6-2018-03-08T15-04-48-526,4
37,4-2-1-62848-6-2018-03-08T15-12-02-640,3
38,4-2-1-62848-6-2018-03-08T15-36-54-694,4
39,4-2-2-63454-5-2018-03-30T09-03-18-959,5
40,4-2-1-62848-6-2018-03-08T16-03-38-894,3
41,4-2-1-62848-6-2018-03-08T23-58-37-740,0
42,4-2-2-63454-5-2018-03-30T14-01-41-555,2
43,4-2-1-62848-5-2018-03-10T18-57-39-497,0
44,4-2-1-62848-6-2018-03-09T00-07-28-1068,4
45,4-2-1-62848-6-2018-03-09T00-09-03-788,1
46,4-2-1-62848-6-2018-03-09T00-12-14-428,5
47,4-2-1-62848-6-2018-03-09T00-17-01-439,1
48,4-2-1-62848-6-2018-03-09T00-52-49-704,3
49,4-2-1-62848-6-2018-03-09T01-35-54-555,4
50,4-2-1-62848-6-2018-03-09T13-05-36-452,4
51,4-2-1-62848-5-2018-03-10T20-56-53-610,2
52,4-2-1-62848-6-2018-03-09T14-51-40-818,4
53,4-2-1-62848-6-2018-03-09T15-40-02-460,2
54,4-2-1-62848-6-2018-03-09T15-41-22-788,2
55,4-2-1-62848-6-2018-03-09T15-57-03-422,4
56,4-2-1-62848-6-2018-03-09T16-29-03-1385,4
57,4-2-1-62848-5-2018-03-11T00-21-15-500,1
58,4-2-1-62848-6-2018-03-10T03-12-53-703,4
59,4-2-2-63454-5-2018-03-31T00-32-58-935,3
60,4-2-1-62848-6-2018-03-10T03-37-10-458,1
61,4-2-2-63454-5-2018-03-31T00-45-48-577,3
62,4-2-1-62848-6-2018-03-10T04-40-25-478,1
63,4-2-1-62848-6-2018-03-10T05-34-37-521,4
64,4-2-1-62848-6-2018-03-10T05-35-25-423,5
65,4-2-1-62848-6-2018-03-10T05-49-09-876,3
66,4-2-1-62848-6-2018-03-10T05-53-27-519,5
67,4-2-1-62848-6-2018-03-10T06-27-53-624,4
68,4-2-1-62848-6-2018-03-10T07-12-50-554,4
69,4-2-1-62848-6-2018-03-10T15-36-42-604,4
70,4-2-1-62848-6-2018-03-10T15-56-47-488,4
71,4-2-1-62848-6-2018-03-10T16-23-55-765,0
72,4-2-1-62848-5-2018-03-11T03-23-02-717,1
73,4-2-1-62848-6-2018-03-10T23-29-51-667,3
74,4-2-1-62848-6-2018-03-11T00-47-47-563,1
75,4-2-1-62848-6-2018-03-11T03-17-42-436,3
76,4-2-2-63454-5-2018-03-31T11-59-00-847,4
77,4-2-1-62848-6-2018-03-11T03-38-02-539,4
78,4-2-1-62848-6-2018-03-11T05-26-17-891,4
79,4-2-2-63454-5-2018-03-31T12-24-42-810,3
80,4-2-1-62848-6-2018-03-11T05-28-02-643,3
81,4-2-1-62848-6-2018-03-11T18-05-00-620,1
82,4-2-1-62848-6-2018-03-11T18-19-30-549,1
83,4-2-2-63454-5-2018-03-31T16-27-57-450,2
84,4-2-1-62848-6-2018-03-11T18-53-37-631,1
85,4-2-1-62848-6-2018-03-11T19-23-36-787,4
86,4-2-2-63454-5-2018-03-31T17-36-25-435,0
87,4-2-1-62848-6-2018-03-11T19-39-49-721,4
88,4-2-1-62848-6-2018-03-11T20-48-25-905,3
89,4-2-1-62848-6-2018-03-12T07-37-09-548,1
90,4-2-1-62848-6-2018-03-12T07-41-51-936,4
91,4-2-2-63454-5-2018-04-01T01-18-28-824,4
92,4-2-1-62848-6-2018-03-12T07-54-13-1183,4
93,4-2-1-62848-5-2018-03-11T15-46-51-582,1
94,4-2-1-62848-6-2018-03-12T08-10-31-750,3
95,4-2-1-62848-4-2018-03-08T12-38-01-469,5
96,4-2-1-62848-6-2018-03-12T08-23-58-644,2
97,4-2-1-62848-6-2018-03-12T08-39-41-593,4
98,4-2-1-62848-5-2018-03-11T16-02-04-690,7
99,4-2-1-62848-6-2018-03-12T08-54-48-594,4
100,4-2-1-62848-6-2018-03-12T09-01-59-562,4
101,4-2-1-62848-5-2018-03-11T16-19-11-1080,3
102,4-2-1-62848-6-2018-03-12T09-10-43-1018,4
103,4-2-1-62848-6-2018-03-12T09-20-28-580,4
104,4-2-1-62848-6-2018-03-12T22-32-32-486,7
105,4-2-2-63454-5-2018-04-01T08-38-12-769,4
106,4-2-1-62848-6-2018-03-12T23-03-13-749,4
107,4-2-1-62848-6-2018-03-12T23-11-38-825,2
108,4-2-1-62848-6-2018-03-12T23-25-53-604,1
109,4-2-1-62848-6-2018-03-12T23-32-46-806,4
110,4-2-2-63454-5-2018-04-01T09-54-45-610,4
111,4-2-1-62848-6-2018-03-12T23-56-06-1374,4
112,4-2-1-62848-6-2018-03-13T12-01-50-765,4
113,4-2-1-62848-5-2018-03-12T00-00-16-418,3
