,0Replay_id,Cluster
0,4-2-2-63454-5-2018-03-28T21-08-50-730,0
1,4-2-1-62848-5-2018-03-27T12-39-38-1006,0
2,4-2-1-62848-5-2018-03-10T00-11-34-779,1
3,4-2-1-62848-5-2018-03-27T12-43-59-870,0
4,4-2-1-62848-6-2018-03-07T08-59-39-1036,0
5,4-2-2-63454-5-2018-03-29T14-33-53-993,0
6,4-2-1-62848-6-2018-03-07T09-24-57-992,2
7,4-2-1-62848-6-2018-03-07T09-54-51-762,4
8,4-2-1-62848-6-2018-03-07T10-26-03-757,0
9,4-2-1-62848-6-2018-03-07T18-22-27-1651,1
10,4-2-1-62848-6-2018-03-07T19-12-07-739,0
11,4-2-1-62848-6-2018-03-08T10-29-36-881,1
12,4-2-1-62848-5-2018-03-10T15-44-23-851,0
13,4-2-2-63454-5-2018-03-30T09-03-18-959,4
14,4-2-1-62848-6-2018-03-08T16-03-38-894,2
15,4-2-1-62848-6-2018-03-08T23-58-37-740,0
16,4-2-1-62848-6-2018-03-09T00-07-28-1068,1
17,4-2-1-62848-6-2018-03-09T00-09-03-788,0
18,4-2-1-62848-6-2018-03-09T14-51-40-818,0
19,4-2-1-62848-6-2018-03-09T15-41-22-788,1
20,4-2-1-62848-6-2018-03-09T16-29-03-1385,0
21,4-2-2-63454-5-2018-03-31T00-32-58-935,0
22,4-2-1-62848-6-2018-03-10T05-49-09-876,3
23,4-2-1-62848-6-2018-03-10T16-23-55-765,0
24,4-2-1-62848-5-2018-03-11T03-23-02-717,0
25,4-2-2-63454-5-2018-03-31T11-59-00-847,0
26,4-2-1-62848-6-2018-03-11T05-26-17-891,0
27,4-2-2-63454-5-2018-03-31T12-24-42-810,0
28,4-2-1-62848-6-2018-03-11T19-39-49-721,1
29,4-2-1-62848-6-2018-03-11T20-48-25-905,1
30,4-2-1-62848-6-2018-03-12T07-41-51-936,1
31,4-2-2-63454-5-2018-04-01T01-18-28-824,3
32,4-2-1-62848-6-2018-03-12T07-54-13-1183,0
33,4-2-1-62848-6-2018-03-12T08-10-31-750,0
34,4-2-1-62848-5-2018-03-11T16-19-11-1080,2
35,4-2-1-62848-6-2018-03-12T09-10-43-1018,1
36,4-2-2-63454-5-2018-04-01T08-38-12-769,0
37,4-2-1-62848-6-2018-03-12T23-03-13-749,1
38,4-2-1-62848-6-2018-03-12T23-11-38-825,1
39,4-2-1-62848-6-2018-03-12T23-32-46-806,1
40,4-2-1-62848-6-2018-03-12T23-56-06-1374,0
41,4-2-1-62848-6-2018-03-13T12-01-50-765,1
42,4-2-1-62848-6-2018-03-14T05-29-03-1598,0
43,4-2-2-63454-5-2018-04-02T11-55-09-813,2
44,4-2-1-62848-6-2018-03-15T06-55-47-728,3
45,4-2-2-63454-5-2018-04-02T12-50-54-965,1
46,4-2-1-62848-6-2018-03-15T17-03-48-880,4
47,4-2-1-62848-6-2018-03-15T19-30-55-1255,2
48,4-2-1-62848-5-2018-03-12T17-08-43-1278,1
49,4-2-1-62848-6-2018-03-15T19-53-43-820,1
50,4-2-1-62848-6-2018-03-16T03-41-47-820,1
51,4-2-1-62848-6-2018-03-16T03-55-52-1057,1
52,4-2-2-63454-5-2018-04-03T09-41-32-1085,0
53,4-2-1-62848-6-2018-03-16T04-09-43-815,1
54,4-2-1-62848-6-2018-03-16T05-30-05-934,0
55,4-2-1-62848-6-2018-03-16T14-39-39-855,1
56,4-2-1-62848-6-2018-03-16T15-14-54-775,5
57,4-2-1-62848-6-2018-03-16T15-49-00-959,0
58,4-2-1-62848-5-2018-03-13T02-51-09-798,0
59,4-2-1-62848-6-2018-03-17T03-53-23-807,1
60,4-2-1-62848-6-2018-03-17T15-27-16-972,1
61,4-2-1-62848-5-2018-03-13T09-20-01-936,3
62,4-2-1-62848-6-2018-03-18T09-01-42-856,0
63,4-2-1-62848-6-2018-03-18T12-25-08-909,0
64,4-2-2-63454-5-2018-04-04T16-29-05-1139,1
65,4-2-1-62848-4-2018-03-10T04-23-19-913,1
66,4-2-1-62848-6-2018-03-19T06-32-31-825,1
67,4-2-2-63454-5-2018-04-05T02-08-51-1099,1
68,4-2-1-62848-6-2018-03-19T14-31-29-723,5
69,4-2-1-62848-6-2018-03-19T16-59-09-907,0
70,4-2-1-62848-6-2018-03-19T17-48-04-1084,2
71,4-2-1-62848-6-2018-03-19T19-14-06-833,0
72,4-2-2-63454-6-2018-03-28T01-26-26-1037,1
73,4-2-1-62848-6-2018-03-21T05-48-02-991,1
74,4-2-2-63454-6-2018-03-28T03-59-17-981,1
75,4-2-2-63454-6-2018-03-28T17-02-37-1210,1
76,4-2-1-62848-6-2018-03-22T08-14-12-991,1
77,4-2-1-62848-6-2018-03-22T11-59-58-780,1
78,4-2-1-62848-6-2018-03-22T15-52-38-799,1
79,4-2-1-62848-6-2018-03-22T15-55-31-716,2
80,4-2-2-63454-6-2018-03-29T09-12-29-724,1
81,4-2-2-63454-6-2018-03-30T04-40-08-755,5
82,4-2-2-63454-6-2018-03-30T06-34-11-836,1
83,4-2-1-62848-6-2018-03-23T06-43-53-746,1
84,4-2-2-63454-6-2018-03-30T15-02-07-781,1
85,4-2-1-62848-6-2018-03-23T16-16-38-935,0
86,4-2-1-62848-5-2018-03-14T21-02-41-878,2
87,4-2-1-62848-6-2018-03-24T00-27-08-888,1
88,4-2-1-62848-6-2018-03-24T01-38-33-917,1
89,4-2-2-63454-6-2018-03-31T21-53-16-999,1
90,4-2-1-62848-6-2018-03-24T06-02-52-720,1
91,4-2-2-63454-6-2018-03-31T22-07-51-897,0
92,4-2-2-63454-6-2018-04-01T11-01-50-1019,0
93,4-2-1-62848-6-2018-03-24T15-31-32-715,3
94,4-2-2-63454-6-2018-04-01T13-49-40-723,0
95,4-2-2-63454-6-2018-04-01T14-02-22-764,1
96,4-2-2-63454-6-2018-04-02T21-23-28-1242,0
97,4-2-1-62848-6-2018-03-25T08-49-32-1273,1
98,4-2-2-63454-6-2018-04-03T01-37-10-929,0
99,4-2-2-63454-6-2018-04-03T14-11-34-733,4
100,4-2-1-62848-5-2018-03-15T12-02-46-775,0
101,4-2-1-62848-6-2018-03-25T21-51-01-932,1
102,4-2-2-63454-6-2018-04-03T15-14-13-827,1
103,4-2-2-63454-6-2018-04-03T15-35-39-731,3
104,4-2-2-63454-6-2018-04-04T07-10-09-887,0
105,4-2-2-63454-6-2018-04-04T14-42-32-1034,2
106,4-2-2-63454-6-2018-04-04T18-04-32-1002,1
107,4-2-1-62848-6-2018-03-26T18-23-32-961,1
108,4-2-1-62848-5-2018-03-15T17-33-25-738,0
109,4-2-1-62848-5-2018-03-15T17-36-42-741,0
110,4-2-1-62848-6-2018-03-26T19-29-49-1184,0
111,4-2-2-63454-6-2018-04-04T22-26-35-872,0
112,4-2-2-63454-6-2018-04-05T14-54-58-1317,5
113,4-2-1-62848-6-2018-03-27T08-26-13-982,1
114,4-2-1-62848-5-2018-03-15T21-05-11-776,1
115,4-2-1-62848-6-2018-03-27T10-31-52-1042,4
116,4-2-2-63454-6-2018-04-05T18-20-44-718,5
117,4-2-1-62848-6-2018-03-27T11-49-10-860,0
118,4-2-1-62848-5-2018-03-15T21-54-55-1431,1
119,4-2-2-63454-7-2018-04-01T15-10-48-888,0
120,4-2-1-62848-7-2018-03-07T20-35-08-784,3
121,4-2-1-62848-7-2018-03-12T20-41-18-985,5
122,4-2-1-62848-7-2018-03-15T12-05-06-814,1
123,4-2-1-62848-7-2018-03-22T13-53-53-779,0
124,4-3-1-65094-5-2018-05-18T14-09-56-1076,1
125,4-3-1-65094-5-2018-05-20T00-11-36-1029,1
126,4-2-1-62848-5-2018-03-18T20-59-46-725,1
127,4-2-1-62848-5-2018-03-19T01-40-09-798,0
128,4-2-1-62848-5-2018-03-19T09-40-18-1414,3
129,4-2-1-62848-5-2018-03-19T11-48-57-985,4
130,4-3-1-65094-5-2018-05-21T17-26-27-993,2
131,4-3-1-65094-5-2018-05-22T04-15-43-801,0
132,4-3-1-65094-5-2018-05-22T04-48-35-783,1
133,4-3-1-65094-6-2018-05-18T06-50-26-1723,5
134,4-3-1-65094-6-2018-05-18T17-50-21-746,3
135,4-3-1-65094-6-2018-05-18T20-20-38-740,1
136,4-3-1-65094-6-2018-05-19T11-17-48-1046,0
137,4-2-1-62848-5-2018-03-20T10-40-52-826,4
138,4-2-1-62848-5-2018-03-20T11-32-30-779,1
139,4-3-1-65094-6-2018-05-19T14-03-41-1218,2
140,4-2-1-62848-5-2018-03-20T13-54-33-914,5
141,4-3-1-65094-6-2018-05-20T18-58-18-797,1
142,4-3-1-65094-6-2018-05-20T19-02-59-737,0
143,4-3-1-65094-6-2018-05-21T09-04-57-755,1
144,4-3-1-65094-6-2018-05-21T12-25-46-748,0
145,4-3-1-65094-6-2018-05-21T20-15-47-928,1
146,4-3-1-65094-6-2018-05-21T20-31-35-877,1
147,4-3-1-65094-6-2018-05-21T21-25-37-1304,3
148,4-3-1-65094-6-2018-05-22T00-46-19-877,1
149,4-3-1-65094-6-2018-05-22T12-55-38-1069,1
150,4-3-1-65094-6-2018-05-22T15-19-42-742,1
151,4-3-1-65094-6-2018-05-25T09-37-57-1000,1
152,4-2-1-62848-5-2018-03-21T10-06-53-809,1
153,4-2-2-63454-5-2018-03-28T06-27-53-738,0
154,4-2-2-63454-5-2018-03-29T01-02-26-1385,0
155,4-2-1-62848-5-2018-03-22T02-54-02-1065,1
156,4-2-1-62848-5-2018-03-22T04-40-01-723,1
157,4-2-2-63454-5-2018-03-30T07-15-45-1565,2
158,4-2-1-62848-5-2018-03-23T13-13-53-1061,0
159,4-2-1-62848-5-2018-03-23T17-47-46-786,0
160,4-2-2-63454-5-2018-04-01T06-51-52-717,1
161,4-2-1-62848-5-2018-03-23T20-15-47-710,0
162,4-2-1-62848-5-2018-03-23T21-08-12-838,5
163,4-2-1-62848-5-2018-03-24T01-40-34-793,0
164,4-2-2-63454-5-2018-04-01T19-40-37-955,1
165,4-2-2-63454-5-2018-04-02T10-01-45-1005,5
166,4-2-2-63454-5-2018-04-03T03-14-36-835,0
167,4-2-1-62848-5-2018-03-25T01-27-45-1240,1
168,4-2-2-63454-5-2018-04-04T01-35-53-803,0
169,4-2-1-62848-5-2018-03-25T10-01-32-1027,1
170,4-2-2-63454-6-2018-03-29T15-15-28-757,2
171,4-2-2-63454-6-2018-03-29T17-16-51-754,1
172,4-2-1-62848-5-2018-03-26T05-03-55-776,4
173,4-2-2-63454-6-2018-03-30T18-16-47-925,1
174,4-2-2-63454-6-2018-03-30T19-08-20-813,0
175,4-2-2-63454-6-2018-03-31T23-10-47-864,1
176,4-2-1-62848-5-2018-03-26T10-20-06-1132,0
177,4-2-2-63454-6-2018-04-01T16-51-29-833,0
178,4-2-2-63454-6-2018-04-01T17-37-11-763,1
179,4-2-2-63454-6-2018-04-01T19-17-10-724,0
180,4-2-2-63454-6-2018-04-01T19-36-04-1135,1
181,4-2-2-63454-6-2018-04-02T19-08-21-787,1
182,4-2-2-63454-6-2018-04-03T02-58-53-729,1
183,4-2-2-63454-6-2018-04-03T11-41-32-1150,5
184,4-2-2-63454-6-2018-04-04T06-06-02-727,0
185,4-3-2-65384-5-2018-05-31T22-58-55-796,1
186,4-2-2-63454-6-2018-04-05T06-35-13-841,0
187,4-2-2-63454-6-2018-04-05T11-07-02-800,1
188,4-2-1-62848-5-2018-03-27T10-54-31-732,1
189,4-2-2-63454-7-2018-04-02T04-05-11-787,1
190,4-3-2-65384-5-2018-06-07T10-40-52-839,5
191,4-3-2-65384-5-2018-06-07T10-48-31-845,0
192,4-2-1-62848-6-2018-03-07T15-52-11-1136,2
193,4-3-1-65094-4-2018-05-18T23-45-16-885,0
194,4-3-2-65384-5-2018-06-08T01-14-18-746,1
195,4-2-1-62848-6-2018-03-08T03-36-00-810,0
196,4-2-1-62848-6-2018-03-08T05-38-08-745,0
197,4-2-1-62848-6-2018-03-08T10-40-43-938,0
198,4-2-1-62848-6-2018-03-08T11-21-14-727,0
199,4-3-2-65384-5-2018-06-08T08-26-52-1159,0
200,4-2-1-62848-6-2018-03-09T04-17-07-805,1
201,4-2-1-62848-6-2018-03-09T23-11-58-763,1
202,4-2-1-62848-6-2018-03-10T00-16-43-810,1
203,4-3-2-65384-5-2018-06-09T01-15-04-928,1
204,4-2-1-62848-6-2018-03-11T07-55-05-1054,1
205,4-2-1-62848-6-2018-03-11T12-02-42-1138,0
206,4-2-1-62848-6-2018-03-12T01-35-19-740,0
207,4-2-1-62848-6-2018-03-12T04-42-32-1014,1
208,4-2-1-62848-6-2018-03-12T16-15-58-1365,2
209,4-2-1-62848-6-2018-03-12T17-36-01-848,1
210,4-2-1-62848-6-2018-03-12T18-05-55-726,1
211,4-2-1-62848-6-2018-03-12T20-55-48-843,0
212,4-2-1-62848-6-2018-03-12T21-11-03-899,1
213,4-2-1-62848-6-2018-03-13T07-51-26-1002,0
214,4-2-1-62848-6-2018-03-13T19-35-37-740,1
215,4-2-1-62848-6-2018-03-13T19-56-04-1317,0
216,4-2-1-62848-6-2018-03-13T21-39-35-719,0
217,4-2-1-62848-6-2018-03-14T08-30-28-848,1
218,4-2-1-62848-6-2018-03-14T10-21-22-738,0
219,4-3-1-65094-5-2018-05-18T08-00-03-1113,1
220,4-3-2-65384-5-2018-06-11T01-15-44-817,3
221,4-2-1-62848-6-2018-03-14T22-51-14-708,1
222,4-2-1-62848-6-2018-03-15T10-49-12-738,1
223,4-2-1-62848-6-2018-03-15T11-11-31-821,1
224,4-2-1-62848-6-2018-03-15T18-10-46-766,0
225,4-3-1-65094-5-2018-05-19T03-05-44-1351,1
226,4-2-1-62848-6-2018-03-15T18-45-43-907,0
227,4-3-1-65094-5-2018-05-19T03-21-58-718,0
228,4-2-1-62848-6-2018-03-15T20-52-10-998,1
229,4-2-1-62848-6-2018-03-16T12-39-22-764,2
230,4-3-2-65384-5-2018-06-12T00-26-13-1036,1
231,4-2-1-62848-6-2018-03-16T17-32-26-1266,1
232,4-2-1-62848-6-2018-03-16T18-06-37-741,1
233,4-3-1-65094-5-2018-05-19T20-23-04-985,1
234,4-2-1-62848-6-2018-03-16T18-26-32-847,1
235,4-2-1-62848-6-2018-03-16T18-33-25-903,0
236,4-2-1-62848-6-2018-03-17T09-16-49-786,0
237,4-2-1-62848-6-2018-03-17T09-51-43-893,1
238,4-3-2-65384-5-2018-06-12T10-41-51-709,1
239,4-2-1-62848-6-2018-03-17T16-04-05-1400,0
240,4-2-1-62848-6-2018-03-17T17-09-27-732,1
