,0Replay_id,Cluster
0,4-2-2-63454-5-2018-03-28T16-40-06-564,2
1,4-2-2-63454-5-2018-03-28T21-08-50-730,2
2,4-2-1-62848-5-2018-03-27T08-40-03-529,2
3,4-2-1-62848-5-2018-03-09T18-47-34-686,2
4,4-2-2-63454-5-2018-03-28T21-56-51-472,2
5,4-2-1-62848-5-2018-03-09T20-07-20-625,2
6,4-2-1-62848-5-2018-03-27T12-39-38-1006,2
7,4-2-1-62848-5-2018-03-10T00-11-34-779,2
8,4-2-1-62848-5-2018-03-27T12-43-59-870,2
9,4-2-2-63454-5-2018-03-29T01-49-57-607,2
10,4-2-1-62848-5-2018-03-27T12-57-26-629,2
11,4-2-1-62848-5-2018-03-27T18-38-01-688,2
12,4-2-1-62848-6-2018-03-07T08-47-31-572,2
13,4-2-1-62848-6-2018-03-07T08-59-39-1036,2
14,4-2-2-63454-5-2018-03-29T14-33-53-993,2
15,4-2-1-62848-6-2018-03-07T09-21-22-652,2
16,4-2-1-62848-6-2018-03-07T09-24-57-992,2
17,4-2-1-62848-5-2018-03-10T09-24-51-517,2
18,4-2-1-62848-6-2018-03-07T09-54-51-762,4
19,4-2-1-62848-6-2018-03-07T10-26-03-757,2
20,4-2-1-62848-6-2018-03-07T10-28-25-616,2
21,4-2-1-62848-6-2018-03-07T18-22-27-1651,2
22,4-2-1-62848-6-2018-03-07T19-12-07-739,2
23,4-2-1-62848-6-2018-03-08T08-20-55-519,2
24,4-2-1-62848-6-2018-03-08T09-53-44-618,0
25,4-2-1-62848-6-2018-03-08T10-29-36-881,2
26,4-2-1-62848-5-2018-03-10T15-17-27-515,2
27,4-2-1-62848-6-2018-03-08T12-48-32-646,4
28,4-2-1-62848-5-2018-03-10T15-44-23-851,2
29,4-2-1-62848-6-2018-03-08T14-39-32-605,0
30,4-2-1-62848-6-2018-03-08T14-58-17-914,2
31,4-2-2-63454-5-2018-03-30T08-46-31-700,3
32,4-2-1-62848-6-2018-03-08T15-04-48-526,2
33,4-2-1-62848-6-2018-03-08T15-12-02-640,2
34,4-2-1-62848-6-2018-03-08T15-36-54-694,2
35,4-2-2-63454-5-2018-03-30T09-03-18-959,3
36,4-2-1-62848-6-2018-03-08T16-03-38-894,2
37,4-2-1-62848-6-2018-03-08T23-58-37-740,0
38,4-2-2-63454-5-2018-03-30T14-01-41-555,1
39,4-2-1-62848-5-2018-03-10T18-57-39-497,0
40,4-2-1-62848-6-2018-03-09T00-07-28-1068,2
41,4-2-1-62848-6-2018-03-09T00-09-03-788,2
42,4-2-1-62848-6-2018-03-09T00-52-49-704,2
43,4-2-1-62848-6-2018-03-09T01-35-54-555,2
44,4-2-1-62848-6-2018-03-09T13-05-36-452,2
45,4-2-1-62848-5-2018-03-10T20-56-53-610,2
46,4-2-1-62848-6-2018-03-09T14-51-40-818,2
47,4-2-1-62848-6-2018-03-09T15-40-02-460,1
48,4-2-1-62848-6-2018-03-09T15-41-22-788,1
49,4-2-1-62848-6-2018-03-09T16-29-03-1385,2
50,4-2-1-62848-5-2018-03-11T00-21-15-500,2
51,4-2-1-62848-6-2018-03-10T03-12-53-703,2
52,4-2-2-63454-5-2018-03-31T00-32-58-935,2
53,4-2-1-62848-6-2018-03-10T03-37-10-458,2
54,4-2-2-63454-5-2018-03-31T00-45-48-577,2
55,4-2-1-62848-6-2018-03-10T04-40-25-478,2
56,4-2-1-62848-6-2018-03-10T05-34-37-521,2
57,4-2-1-62848-6-2018-03-10T05-49-09-876,2
